,title,index,discipline,year,context,files,correctAlternative,alternativesIntroduction,alternatives,dificuldade,tema,subassunto
22,Questão 158 - ENEM 2023,158,matematica,2023,"Um pescador tem um custo fixo diário de R$ 900,00 com combustível, iscas, manutenção de seu barco e outras pequenas despesas. Ele vende cada quilograma de peixe por R$ 5,00. Sua meta é obter um lucro mínimo de R$ 800,00 por dia. Sozinho, ele consegue, ao final de um dia de trabalho, pescar 180 kg de peixe, o que é suficiente apenas para cobrir o custo fixo diário. Portanto, precisa contratar ajudantes, pagando para cada um R$ 250,00 por dia de trabalho. Além desse valor, 4%dareceita obtida pela venda de peixe é repartida igualmente entre os ajudantes. Considerando o tamanho de seu barco, ele pode contratar até 5 ajudantes. Ele sabe que com um ajudante a pesca diária é de 300 kg e que, a partir do segundo ajudante contratado, aumenta-se em 100 kg a quantidade de peixe pescada por ajudante em um dia de trabalho.",[],D,A quantidade mínima de ajudantes que esse pescador precisa contratar para conseguir o lucro diário pretendido é,"[{'letter': 'A', 'text': '1', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '2', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '3', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '4', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '5', 'file': None, 'isCorrect': False}]",Difícil,Álgebra e Funções,Equações e Funções de 1º Grau
23,Questão 159 - ENEM 2023,159,matematica,2023,"Um agricultor é informado sobre um método de proteção para sua lavoura que consiste em inserir larvas específicas, de rápida reprodução. A reprodução dessas larvas faz com que sua população multiplique-se por 10 a cada 3 dias e, para evitar eventuais desequilíbrios, é possível cessar essa reprodução aplicando-se um produto X. O agricultor decide iniciar esse método com 100 larvas e dispõe de 5 litros do produto X, cuja aplicação recomendada é de exatamente 1 litro para cada população de 200 000 larvas. A quantidade total do produto X de que ele dispõe deverá ser aplicada de uma única vez.",[],D,Quantos dias após iniciado esse método o agricultor deverá aplicar o produto X?,"[{'letter': 'A', 'text': '2', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '4', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '6', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '12', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '18', 'file': None, 'isCorrect': False}]",Difícil,Álgebra e Funções,Funções Exponenciais e Logarítmicas
24,Questão 160 - ENEM 2023,160,matematica,2023,"Ao realizar o cadastro em um aplicativo de investimentos, foi solicitado ao usuário que criasse uma senha, sendo permitido o uso somente dos seguintes caracteres:

• algarismos de 0 a 9;

• 26 letras minúsculas do alfabeto;

• 26 letras maiúsculas do alfabeto;

• 6 caracteres especiais !, @, #, $, \*, &.

Três tipos de estruturas para senha foram apresentadas ao usuário:

• tipo I: formada por quaisquer quatro caracteres distintos, escolhidos dentre os permitidos;

• tipo II: formada por cinco caracteres distintos, iniciando por três letras, seguidas por um algarismo e, ao final, um caractere especial;

• tipo III: formada por seis caracteres distintos, iniciando por duas letras, seguidas por dois algarismos e, ao final, dois caracteres especiais.

Considere ![](https://enem.dev/2023/questions/160/a2d565c2-f39f-4b43-b261-087e349850fe.png) as probabilidades de se descobrirem ao acaso, na primeira tentativa, as senhas dos tipos I, II e III, respectivamente.",['https://enem.dev/2023/questions/160/a2d565c2-f39f-4b43-b261-087e349850fe.png'],A,"Nessas condições, o tipo de senha que apresenta a menor probabilidade de ser descoberta ao acaso, na primeira tentativa, é o","[{'letter': 'A', 'text': 'Tipo I, pois p1 < p2 < p3.', 'file': None, 'isCorrect': True}, {'letter': 'B', 'text': 'Tipo I, pois tem menor quantidade de caracteres.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'Tipo II, pois tem maior quantidade de letras.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'Tipo III, pois p3 < p2 < p1', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'Tipo III, pois tem maior quantidade de caracteres.', 'file': None, 'isCorrect': False}]",Difícil,Combinatória e Trigonometria,Princípio Fundamental da Contagem
25,Questão 161 - ENEM 2023,161,matematica,2023,"Uma loja vende seus produtos de duas formas: à vista ou financiado em três parcelas mensais iguais. Para definir o valor dessas parcelas nas vendas financiadas, a loja aumenta em 20% o valor do produto à vista e divide esse novo valor por 3. A primeira parcela deve ser paga no ato da compra, e as duas últimas, em 30 e 60 dias após a compra.

Um cliente da loja decidiu comprar, de forma financiada, um produto cujo valor à vista é R$ 1 500,00.

Utilize 5,29 como aproximação para 28.",[],D,A taxa mensal de juros compostos praticada nesse financiamento é de,"[{'letter': 'A', 'text': '6,7%', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '10%', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '20%', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '21,5%', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '23,3%', 'file': None, 'isCorrect': False}]",Difícil,Matemática Básica,Porcentagem / Operações com Frações
26,Questão 162 - ENEM 2023,162,matematica,2023,"Para concretar a laje de sua residência, uma pessoa contratou uma construtora. Tal empresa informa que o preço _y_ do concreto bombeado é composto de duas partes: uma fixa, chamada de taxa de bombeamento, e uma variável, que depende do volume _x_ de concreto utilizado. Sabe-se que a taxa de bombeamento custa R$ 500,00 e que o metro cúbico do concreto bombeado é de R$ 250,00.",[],D,"A expressão que representa o preço y em função do volume x, em metro cúbico, é","[{'letter': 'A', 'text': 'Y = 250x', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'Y = 500x', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'Y = 750x', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'Y = 250x + 500', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': 'Y = 500x + 250', 'file': None, 'isCorrect': False}]",Fácil,Álgebra e Funções,Equações e Funções de 1º e 2º Grau
27,Questão 163 - ENEM 2023,163,matematica,2023,"Uma empresa de segurança domiciliar oferece o serviço de patrulha noturna, no qual vigilantes em motocicletas fazem o monitoramento periódico de residências. A empresa conta com uma base, de onde acompanha o trajeto realizado pelos vigilantes durante as patrulhas e orienta o deslocamento de equipes de reforço quando necessário. Numa patrulha rotineira, sem ocorrências, um vigilante conduziu sua motocicleta a uma velocidade constante durante todo o itinerário estabelecido, levando 30 minutos para conclusão. De acordo com os registros do GPS alocado na motocicleta, a distância da posição do vigilante à base, ao longo do tempo de realização do trajeto, é descrita pelo gráfico.

![](https://enem.dev/2023/questions/163/ff0caefb-56e7-4c17-bae7-b65b91037e9c.png)",['https://enem.dev/2023/questions/163/ff0caefb-56e7-4c17-bae7-b65b91037e9c.png'],A,A vista superior da trajetória realizada pelo vigilante durante a patrulha registrada no gráfico é descrita pela representação,"[{'letter': 'A', 'text': None, 'file': 'https://enem.dev/2023/questions/163/71c51165-c400-4d10-bb4b-c03ed19ff5ad.png', 'isCorrect': True}, {'letter': 'B', 'text': None, 'file': 'https://enem.dev/2023/questions/163/e04c3016-712a-4e6b-a9e5-be3505a57d41.png', 'isCorrect': False}, {'letter': 'C', 'text': None, 'file': 'https://enem.dev/2023/questions/163/1706f84a-c72a-48c1-982b-708ed91bcc8a.png', 'isCorrect': False}, {'letter': 'D', 'text': None, 'file': 'https://enem.dev/2023/questions/163/d49e3db4-31ee-4123-9a19-599e0b473503.png', 'isCorrect': False}, {'letter': 'E', 'text': None, 'file': 'https://enem.dev/2023/questions/163/7f6e3bbf-ef4c-4a6f-9fdb-407513158e78.png', 'isCorrect': False}]",Média,Estatística e Probabilidade,Análise de Gráficos/Tabelas
28,Questão 164 - ENEM 2023,164,matematica,2023,"O gráfico expõe alguns números da gripe A-H1N1. Entre as categorias que estão em processo de imunização, uma já está completamente imunizada, a dos trabalhadores da saúde.

![](https://enem.dev/2023/questions/164/194cf28a-b40d-493d-b106-8f71aee57f51.png)

Época, 26 abr. 2010 (adaptado).",['https://enem.dev/2023/questions/164/194cf28a-b40d-493d-b106-8f71aee57f51.png'],D,"De acordo com o gráfico, entre as demais categorias, a que está mais exposta ao vírus da gripe A-H1N1 é a categoria de","[{'letter': 'A', 'text': 'Indígenas.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'Gestantes.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'Doentes crônicos.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'Adultos entre 20 e 29 anos.', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': 'Crianças de 6 meses a 2 anos.', 'file': None, 'isCorrect': False}]",Fácil,Estatística e Probabilidade,Análise de Gráficos/Tabelas
29,Questão 165 - ENEM 2023,165,matematica,2023,"A figura representa uma escada com três degraus, construída em concreto maciço, com suas medidas especificadas.

![](https://enem.dev/2023/questions/165/bf369224-eb93-4bba-98c4-ff7d1e17df36.png)

Nessa escada, pisos e espelhos têm formato retangular, e as paredes laterais têm formato de um polígono cujos lados adjacentes são perpendiculares. Pisos, espelhos e paredes laterais serão revestidos em cerâmica.",['https://enem.dev/2023/questions/165/bf369224-eb93-4bba-98c4-ff7d1e17df36.png'],E,"A área a ser revestida em cerâmica, em metro quadrado, mede","[{'letter': 'A', 'text': '1,20.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '1,35.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '1,65.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '1,80.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '1,95.', 'file': None, 'isCorrect': True}]",Média,Geometria Plana,"Áreas de Figuras Planas (Quadrados, Retângulos, Triângulos, Círculos)"
30,Questão 166 - ENEM 2023,166,matematica,2023,"Uma pessoa pratica quatro atividades físicas — caminhar, correr, andar de bicicleta e jogar futebol — como parte de seu programa de emagrecimento. Essas atividades são praticadas semanalmente de acordo com o quadro, que apresenta o número de horas diárias por atividade.

![](https://enem.dev/2023/questions/166/80863c14-e426-4ae6-9ff0-03f5b3c71160.png)

Ela deseja comemorar seu aniversário e escolhe o dia da semana em que o gasto calórico com as atividades físicas  praticadas for o maior. Para tanto, considera que os valores dos gastos calóricos das atividades por hora (cal/h) são os seguintes:

![](https://enem.dev/2023/questions/166/e3d70b62-2929-4694-ba58-cf45c0ac1374.png)","['https://enem.dev/2023/questions/166/80863c14-e426-4ae6-9ff0-03f5b3c71160.png', 'https://enem.dev/2023/questions/166/e3d70b62-2929-4694-ba58-cf45c0ac1374.png']",C,O dia da semana em que será comemorado o aniversário é,"[{'letter': 'A', 'text': 'Segunda-feira.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'Terça-feira.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'Quarta-feira.', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': 'Quinta-feira.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'Sexta-feira.', 'file': None, 'isCorrect': False}]",Média,Estatística e Probabilidade,Análise de Gráficos/Tabelas
31,Questão 167 - ENEM 2023,167,matematica,2023,"A cada bimestre, a diretora de uma escola compra uma quantidade de folhas de papel ofício proporcional ao número de alunos matriculados. No bimestre passado, ela comprou 6 000 folhas para serem utilizadas pelos 1 200 alunos matriculados. Neste bimestre, alguns alunos cancelaram suas matrículas e a escola tem, agora, 1 150 alunos. A diretora só pode gastar R$ 220,00 nessa compra, e sabe que o fornecedor da escola vende as folhas de papel ofício em embalagens de 100 unidades a R$ 4,00 a embalagem. Assim, será preciso convencer o fornecedor a dar um desconto à escola, de modo que seja possível comprar a quantidade total de papel ofício necessária para o bimestre.",[],A,"O desconto necessário no preço final da compra, em porcentagem, pertence ao intervalo","[{'letter': 'A', 'text': '(5,0 ; 5,5).', 'file': None, 'isCorrect': True}, {'letter': 'B', 'text': '(8,0 ; 8,5).', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '(11,5 ; 12,5).', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '(19,5 ; 20,5).', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '(3,5 ; 4,0).', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção / Porcentagem
32,Questão 168 - ENEM 2023,168,matematica,2023,"Em um colégio público, a admissão no primeiro ano se dá por sorteio. Neste ano há 55 candidatos, cujas inscrições são numeradas de 01 a 55. O sorteio de cada número de inscrição será realizado em etapas, utilizando-se duas urnas. Da primeira urna será sorteada uma bola, dentre bolas numeradas de 0 a 9, que representará o algarismo das unidades do número de inscrição a ser sorteado e, em seguida, da segunda urna, será sorteada uma bola para representar o algarismo das dezenas desse número. Depois do primeiro sorteio, e antes de se sortear o algarismo das dezenas, as bolas que estarão presentes na segunda urna serão apenas aquelas cujos números formam, com o algarismo já sorteado, um número de 01 a 55.",[],A,"As probabilidades de os candidatos de inscrição número 50 e 02 serem sorteados são, respectivamente,","[{'letter': 'A', 'text': None, 'file': 'https://enem.dev/2023/questions/168/a5689a77-7cbd-4f5f-b548-eef2a3fee87f.png', 'isCorrect': True}, {'letter': 'B', 'text': None, 'file': 'https://enem.dev/2023/questions/168/67248715-8948-439d-9770-a652c76ac110.png', 'isCorrect': False}, {'letter': 'C', 'text': None, 'file': 'https://enem.dev/2023/questions/168/4d9a67e0-9136-42e4-855e-c72b0b876d28.png', 'isCorrect': False}, {'letter': 'D', 'text': None, 'file': 'https://enem.dev/2023/questions/168/24184847-9c76-40d3-9c78-44a35f0600e8.png', 'isCorrect': False}, {'letter': 'E', 'text': None, 'file': 'https://enem.dev/2023/questions/168/adeb932f-030f-4190-9b20-33a4a5f968f5.png', 'isCorrect': False}]",Difícil,Estatística e Probabilidade,Probabilidade Simples e Condicional
33,Questão 169 - ENEM 2023,169,matematica,2023,"O esquema mostra como a intensidade luminosa decresce com o aumento da profundidade em um rio, sendo ![](https://enem.dev/2023/questions/169/76239f15-d46d-4067-bb38-bb40ca2f87c0.png) a intensidade na sua superfície.

![](https://enem.dev/2023/questions/169/3af229c8-e385-4ca2-891a-22bdf6b2d593.png)

Considere que a intensidade luminosa diminui, a cada metro acrescido na profundidade, segundo o mesmo padrão do esquema.","['https://enem.dev/2023/questions/169/76239f15-d46d-4067-bb38-bb40ca2f87c0.png', 'https://enem.dev/2023/questions/169/3af229c8-e385-4ca2-891a-22bdf6b2d593.png']",D,A intensidade luminosa correspondente à profundidade de 6 m é igual a,"[{'letter': 'A', 'text': None, 'file': 'https://enem.dev/2023/questions/169/0ad62fa9-ccdd-40b7-95e6-024319a5c9bc.png', 'isCorrect': False}, {'letter': 'B', 'text': None, 'file': 'https://enem.dev/2023/questions/169/74afb699-867b-4b47-8fa9-9c0fddd6db14.png', 'isCorrect': False}, {'letter': 'C', 'text': None, 'file': 'https://enem.dev/2023/questions/169/23fe5ab4-dc1d-4693-8a62-c17abdd5c5cb.png', 'isCorrect': False}, {'letter': 'D', 'text': None, 'file': 'https://enem.dev/2023/questions/169/9394f679-b291-4e10-9384-b1f2c2dba975.png', 'isCorrect': True}, {'letter': 'E', 'text': None, 'file': 'https://enem.dev/2023/questions/169/5037e73b-aa7f-43fd-baa8-4f70d9f0f498.png', 'isCorrect': False}]",Média,Álgebra e Funções,Funções Exponenciais e Logarítmicas
34,Questão 170 - ENEM 2023,170,matematica,2023,"Analisando as vendas de uma empresa, o gerente concluiu que o montante diário arrecadado, em milhar de real, poderia ser calculado pela expressão ![](https://enem.dev/2023/questions/170/369b24e4-258e-4faf-b7df-0c2e3da3c22a.png) , em que os valores de x representam os dias do mês, variando de 1 a 30.

Um dos fatores para avaliar o desempenho mensal da empresa é verificar qual é o menor montante diário ![](https://enem.dev/2023/questions/170/b158b079-eaf5-4f8c-84b1-99db8076a950.png) arrecadado ao longo do mês e classificar o desempenho conforme as categorias apresentadas a seguir, em que as quantidades estão expressas em milhar de real.

![](https://enem.dev/2023/questions/170/e7404490-a2b4-46e1-b1e6-3a8c828050fe.png)","['https://enem.dev/2023/questions/170/369b24e4-258e-4faf-b7df-0c2e3da3c22a.png', 'https://enem.dev/2023/questions/170/b158b079-eaf5-4f8c-84b1-99db8076a950.png', 'https://enem.dev/2023/questions/170/e7404490-a2b4-46e1-b1e6-3a8c828050fe.png']",D,"No caso analisado, qual seria a classificação do desempenho da empresa?","[{'letter': 'A', 'text': 'Ótimo.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'Bom.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'Normal.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'Ruim.', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': 'Péssimo.', 'file': None, 'isCorrect': False}]",Média,Álgebra e Funções,Equações e Funções de 1º e 2º Grau
